'[18:30:00 2013-11-25]',69.8
'[18:31:00 2013-11-25]',66.1
'[18:32:00 2013-11-25]',70.9
'[18:33:00 2013-11-25]',73.5
'[18:34:00 2013-11-25]',67.8
'[18:35:00 2013-11-25]',77.3
'[18:36:00 2013-11-25]',75.8
'[18:37:00 2013-11-25]',75.2
'[18:38:00 2013-11-25]',76.3
'[18:39:00 2013-11-25]',76.4
'[18:40:00 2013-11-25]',75.4
'[18:41:00 2013-11-25]',74.9
'[18:42:00 2013-11-25]',72.0
'[18:43:00 2013-11-25]',71.1
'[18:44:00 2013-11-25]',70.1
'[18:45:00 2013-11-25]',69.6
'[18:46:00 2013-11-25]',69.7
'[18:47:00 2013-11-25]',68.4
'[18:48:00 2013-11-25]',69.5
'[18:49:00 2013-11-25]',69.4
'[18:50:00 2013-11-25]',70.0
'[18:51:00 2013-11-25]',69.5
'[18:52:00 2013-11-25]',68.6
'[18:53:00 2013-11-25]',69.1
'[18:54:00 2013-11-25]',68.1
'[18:55:00 2013-11-25]',67.3
'[18:56:00 2013-11-25]',67.2
'[18:57:00 2013-11-25]',66.6
'[18:58:00 2013-11-25]',67.3
'[18:59:00 2013-11-25]',82.7
'[19:00:00 2013-11-25]',148.2
'[19:01:00 2013-11-25]',96.1
'[19:02:00 2013-11-25]',65.4
'[19:03:00 2013-11-25]',66.5
'[19:04:00 2013-11-25]',65.6
'[19:05:00 2013-11-25]',65.7
'[19:06:00 2013-11-25]',65.7
'[19:07:00 2013-11-25]',63.9
'[19:08:00 2013-11-25]',65.0
'[19:09:00 2013-11-25]',64.3
'[19:10:00 2013-11-25]',64.0
'[19:11:00 2013-11-25]',63.8
'[19:12:00 2013-11-25]',65.3
'[19:13:00 2013-11-25]',64.7
'[19:14:00 2013-11-25]',65.2
'[19:15:00 2013-11-25]',64.9
'[19:16:00 2013-11-25]',64.5
'[19:17:00 2013-11-25]',65.6
'[19:18:00 2013-11-25]',64.2
'[19:19:00 2013-11-25]',64.3
'[19:20:00 2013-11-25]',63.1
'[19:21:00 2013-11-25]',62.7
'[19:22:00 2013-11-25]',62.9
'[19:23:00 2013-11-25]',63.8
'[19:24:00 2013-11-25]',64.3
'[19:25:00 2013-11-25]',64.0
'[19:26:00 2013-11-25]',62.4
'[19:27:00 2013-11-25]',68.0
'[19:28:00 2013-11-25]',62.9
'[19:29:00 2013-11-25]',68.0
'[19:30:00 2013-11-25]',64.5
'[19:31:00 2013-11-25]',62.3
'[19:32:00 2013-11-25]',61.7
'[19:33:00 2013-11-25]',66.3
'[19:34:00 2013-11-25]',60.4
'[19:35:00 2013-11-25]',60.7
'[19:36:00 2013-11-25]',60.0
'[19:37:00 2013-11-25]',59.1
'[19:38:00 2013-11-25]',59.3
'[19:39:00 2013-11-25]',62.9
'[19:40:00 2013-11-25]',67.5
'[19:41:00 2013-11-25]',66.3
'[19:42:00 2013-11-25]',63.4
'[19:43:00 2013-11-25]',62.9
'[19:44:00 2013-11-25]',63.0
'[19:45:00 2013-11-25]',63.4
'[19:46:00 2013-11-25]',62.9
'[19:47:00 2013-11-25]',57.5
'[19:48:00 2013-11-25]',55.7
'[19:49:00 2013-11-25]',54.6
'[19:50:00 2013-11-25]',53.3
'[19:51:00 2013-11-25]',60.4
'[19:52:00 2013-11-25]',51.7
'[19:53:00 2013-11-25]',51.2
'[19:54:00 2013-11-25]',51.2
'[19:55:00 2013-11-25]',54.2
'[19:56:00 2013-11-25]',52.3
'[19:57:00 2013-11-25]',53.5
'[19:58:00 2013-11-25]',53.0
'[19:59:00 2013-11-25]',55.2
'[20:00:00 2013-11-25]',59.3
'[20:01:00 2013-11-25]',58.1
'[20:02:00 2013-11-25]',55.2
'[20:03:00 2013-11-25]',53.4
'[20:04:00 2013-11-25]',60.2
'[20:05:00 2013-11-25]',71.2
'[20:06:00 2013-11-25]',81.3
'[20:07:00 2013-11-25]',83.7
'[20:08:00 2013-11-25]',87.7
'[20:09:00 2013-11-25]',91.5
'[20:10:00 2013-11-25]',94.1
'[20:11:00 2013-11-25]',97.7
'[20:12:00 2013-11-25]',99.7
'[20:13:00 2013-11-25]',101.4
'[20:14:00 2013-11-25]',97.4
'[20:15:00 2013-11-25]',96.6
'[20:16:00 2013-11-25]',96.0
'[20:17:00 2013-11-25]',96.5
'[20:18:00 2013-11-25]',95.4
'[20:19:00 2013-11-25]',93.0
'[20:20:00 2013-11-25]',91.4
'[20:21:00 2013-11-25]',91.4
'[20:22:00 2013-11-25]',90.8
'[20:23:00 2013-11-25]',92.0
'[20:24:00 2013-11-25]',93.4
'[20:25:00 2013-11-25]',93.7
'[20:26:00 2013-11-25]',94.4
'[20:27:00 2013-11-25]',94.7
'[20:28:00 2013-11-25]',94.9
'[20:29:00 2013-11-25]',96.8
'[20:30:00 2013-11-25]',96.8
'[20:31:00 2013-11-25]',97.6
'[20:32:00 2013-11-25]',98.2
'[20:33:00 2013-11-25]',97.8
'[20:34:00 2013-11-25]',99.2
'[20:35:00 2013-11-25]',98.9
'[20:36:00 2013-11-25]',97.7
'[20:37:00 2013-11-25]',96.6
'[20:38:00 2013-11-25]',97.8
'[20:39:00 2013-11-25]',95.5
'[20:40:00 2013-11-25]',96.2
'[20:41:00 2013-11-25]',96.2
