'[03:30:00 2019-02-20]',67.7
'[03:31:00 2019-02-20]',66.7
'[03:32:00 2019-02-20]',67.5
'[03:33:00 2019-02-20]',67.6
'[03:34:00 2019-02-20]',67.6
'[03:35:00 2019-02-20]',67.8
'[03:36:00 2019-02-20]',67.4
'[03:37:00 2019-02-20]',68.2
'[03:38:00 2019-02-20]',67.4
'[03:39:00 2019-02-20]',67.0
'[03:40:00 2019-02-20]',67.5
'[03:41:00 2019-02-20]',67.8
'[03:42:00 2019-02-20]',66.8
'[03:43:00 2019-02-20]',67.4
'[03:44:00 2019-02-20]',66.9
'[03:45:00 2019-02-20]',66.0
'[03:46:00 2019-02-20]',67.0
'[03:47:00 2019-02-20]',68.4
'[03:48:00 2019-02-20]',66.6
'[03:49:00 2019-02-20]',68.1
'[03:50:00 2019-02-20]',67.1
'[03:51:00 2019-02-20]',65.8
'[03:52:00 2019-02-20]',78.9
'[03:53:00 2019-02-20]',70.2
'[03:54:00 2019-02-20]',66.5
'[03:55:00 2019-02-20]',65.5
'[03:56:00 2019-02-20]',66.3
'[03:57:00 2019-02-20]',67.5
'[03:58:00 2019-02-20]',67.0
'[03:59:00 2019-02-20]',66.7
'[04:00:00 2019-02-20]',66.3
'[04:01:00 2019-02-20]',67.1
'[04:02:00 2019-02-20]',65.9
'[04:03:00 2019-02-20]',66.3
'[04:04:00 2019-02-20]',65.7
'[04:05:00 2019-02-20]',66.4
'[04:06:00 2019-02-20]',66.5
'[04:07:00 2019-02-20]',68.2
'[04:08:00 2019-02-20]',67.0
'[04:09:00 2019-02-20]',67.4
'[04:10:00 2019-02-20]',68.9
'[04:11:00 2019-02-20]',67.2
'[04:12:00 2019-02-20]',66.6
'[04:13:00 2019-02-20]',68.1
'[04:14:00 2019-02-20]',72.0
'[04:15:00 2019-02-20]',74.7
'[04:16:00 2019-02-20]',74.7
'[04:17:00 2019-02-20]',70.4
'[04:18:00 2019-02-20]',68.6
'[04:19:00 2019-02-20]',68.6
'[04:20:00 2019-02-20]',66.1
'[04:21:00 2019-02-20]',68.1
'[04:22:00 2019-02-20]',68.2
'[04:23:00 2019-02-20]',68.3
'[04:24:00 2019-02-20]',68.5
'[04:25:00 2019-02-20]',67.7
'[04:26:00 2019-02-20]',69.3
'[04:27:00 2019-02-20]',69.1
'[04:28:00 2019-02-20]',68.8
'[04:29:00 2019-02-20]',68.8
'[04:30:00 2019-02-20]',68.8
'[04:31:00 2019-02-20]',68.0
'[04:32:00 2019-02-20]',68.7
'[04:33:00 2019-02-20]',68.2
'[04:34:00 2019-02-20]',67.7
'[04:35:00 2019-02-20]',67.9
'[04:36:00 2019-02-20]',69.0
'[04:37:00 2019-02-20]',67.8
'[04:38:00 2019-02-20]',66.3
'[04:39:00 2019-02-20]',68.0
'[04:40:00 2019-02-20]',79.1
'[04:41:00 2019-02-20]',147.2
'[04:42:00 2019-02-20]',148.2
'[04:43:00 2019-02-20]',148.2
'[04:44:00 2019-02-20]',148.2
'[04:45:00 2019-02-20]',148.2
'[04:46:00 2019-02-20]',122.9
'[04:47:00 2019-02-20]',66.5
'[04:48:00 2019-02-20]',66.2
'[04:49:00 2019-02-20]',74.8
'[04:50:00 2019-02-20]',69.9
'[04:51:00 2019-02-20]',66.0
'[04:52:00 2019-02-20]',67.5
'[04:53:00 2019-02-20]',67.3
'[04:54:00 2019-02-20]',68.1
'[04:55:00 2019-02-20]',66.3
'[04:56:00 2019-02-20]',68.2
'[04:57:00 2019-02-20]',66.5
'[04:58:00 2019-02-20]',66.2
'[04:59:00 2019-02-20]',66.9
'[05:00:00 2019-02-20]',66.6
'[05:01:00 2019-02-20]',66.1
'[05:02:00 2019-02-20]',67.3
'[05:03:00 2019-02-20]',66.6
'[05:04:00 2019-02-20]',65.9
'[05:05:00 2019-02-20]',66.2
'[05:06:00 2019-02-20]',66.8
'[05:07:00 2019-02-20]',66.7
'[05:08:00 2019-02-20]',67.5
'[05:09:00 2019-02-20]',66.3
'[05:10:00 2019-02-20]',66.6
'[05:11:00 2019-02-20]',66.0
'[05:12:00 2019-02-20]',66.9
'[05:13:00 2019-02-20]',65.4
'[05:14:00 2019-02-20]',61.8
'[05:15:00 2019-02-20]',61.8
'[05:16:00 2019-02-20]',66.1
'[05:17:00 2019-02-20]',65.4
'[05:18:00 2019-02-20]',66.0
'[05:19:00 2019-02-20]',69.2
'[05:20:00 2019-02-20]',65.8
'[05:21:00 2019-02-20]',65.0
'[05:22:00 2019-02-20]',65.2
'[05:23:00 2019-02-20]',65.2
'[05:24:00 2019-02-20]',66.1
'[05:25:00 2019-02-20]',65.7
'[05:26:00 2019-02-20]',65.7
'[05:27:00 2019-02-20]',65.6
'[05:28:00 2019-02-20]',64.8
'[05:29:00 2019-02-20]',68.1
'[05:30:00 2019-02-20]',69.5
'[05:31:00 2019-02-20]',63.8
'[05:32:00 2019-02-20]',62.8
'[05:33:00 2019-02-20]',65.4
'[05:34:00 2019-02-20]',65.0
'[05:35:00 2019-02-20]',66.0
'[05:36:00 2019-02-20]',65.4
'[05:37:00 2019-02-20]',66.1
'[05:38:00 2019-02-20]',66.3
'[05:39:00 2019-02-20]',64.5
'[05:40:00 2019-02-20]',65.8
'[05:41:00 2019-02-20]',66.0
'[05:42:00 2019-02-20]',66.4
'[05:43:00 2019-02-20]',65.7
'[05:44:00 2019-02-20]',65.3
'[05:45:00 2019-02-20]',66.2
'[05:46:00 2019-02-20]',65.1
'[05:47:00 2019-02-20]',65.6
'[05:48:00 2019-02-20]',66.6
'[05:49:00 2019-02-20]',64.3
'[05:50:00 2019-02-20]',65.8
'[05:51:00 2019-02-20]',66.4
'[05:52:00 2019-02-20]',66.9
'[05:53:00 2019-02-20]',65.6
'[05:54:00 2019-02-20]',66.2
'[05:55:00 2019-02-20]',66.3
'[05:56:00 2019-02-20]',66.8
'[05:57:00 2019-02-20]',66.4
'[05:58:00 2019-02-20]',66.1
'[05:59:00 2019-02-20]',66.1
'[06:00:00 2019-02-20]',66.4
'[06:01:00 2019-02-20]',65.6
'[06:02:00 2019-02-20]',64.5
'[06:03:00 2019-02-20]',65.7
'[06:04:00 2019-02-20]',65.8
'[06:05:00 2019-02-20]',67.0
'[06:06:00 2019-02-20]',66.3
'[06:07:00 2019-02-20]',66.6
'[06:08:00 2019-02-20]',66.7
'[06:09:00 2019-02-20]',66.6
'[06:10:00 2019-02-20]',66.1
'[06:11:00 2019-02-20]',67.3
'[06:12:00 2019-02-20]',66.7
'[06:13:00 2019-02-20]',65.7
'[06:14:00 2019-02-20]',67.1
'[06:15:00 2019-02-20]',66.7
'[06:16:00 2019-02-20]',67.2
'[06:17:00 2019-02-20]',65.5
'[06:18:00 2019-02-20]',66.5
'[06:19:00 2019-02-20]',66.3
'[06:20:00 2019-02-20]',66.4
'[06:21:00 2019-02-20]',65.8
'[06:22:00 2019-02-20]',64.5
'[06:23:00 2019-02-20]',67.2
'[06:24:00 2019-02-20]',65.5
'[06:25:00 2019-02-20]',66.8
'[06:26:00 2019-02-20]',65.5
'[06:27:00 2019-02-20]',64.7
'[06:28:00 2019-02-20]',66.0
'[06:29:00 2019-02-20]',66.0
'[06:30:00 2019-02-20]',65.7
'[06:31:00 2019-02-20]',64.7
'[06:32:00 2019-02-20]',65.7
