'[15:00:00 2014-02-21]',70.7
'[15:01:00 2014-02-21]',70.3
'[15:02:00 2014-02-21]',70.4
'[15:03:00 2014-02-21]',69.7
'[15:04:00 2014-02-21]',72.6
'[15:05:00 2014-02-21]',72.9
'[15:06:00 2014-02-21]',73.6
'[15:07:00 2014-02-21]',75.7
'[15:08:00 2014-02-21]',78.7
'[15:09:00 2014-02-21]',78.9
'[15:10:00 2014-02-21]',78.7
'[15:11:00 2014-02-21]',79.1
'[15:12:00 2014-02-21]',77.0
'[15:13:00 2014-02-21]',79.1
'[15:14:00 2014-02-21]',64.5
'[15:15:00 2014-02-21]',79.0
'[15:16:00 2014-02-21]',185.2
'[15:17:00 2014-02-21]',185.2
'[15:18:00 2014-02-21]',140.1
'[15:19:00 2014-02-21]',72.8
'[15:20:00 2014-02-21]',72.2
'[15:21:00 2014-02-21]',72.8
'[15:22:00 2014-02-21]',73.6
'[15:23:00 2014-02-21]',73.8
'[15:24:00 2014-02-21]',73.5
'[15:25:00 2014-02-21]',71.9
'[15:26:00 2014-02-21]',70.9
'[15:27:00 2014-02-21]',71.3
'[15:28:00 2014-02-21]',71.4
'[15:29:00 2014-02-21]',71.3
'[15:30:00 2014-02-21]',71.9
'[15:31:00 2014-02-21]',71.3
'[15:32:00 2014-02-21]',79.9
'[15:33:00 2014-02-21]',86.9
'[15:34:00 2014-02-21]',92.5
'[15:35:00 2014-02-21]',100.4
'[15:36:00 2014-02-21]',83.0
'[15:37:00 2014-02-21]',81.6
'[15:38:00 2014-02-21]',85.5
'[15:39:00 2014-02-21]',74.1
'[15:40:00 2014-02-21]',73.7
'[15:41:00 2014-02-21]',70.9
'[15:42:00 2014-02-21]',67.5
'[15:43:00 2014-02-21]',64.9
'[15:44:00 2014-02-21]',62.3
'[15:45:00 2014-02-21]',60.1
'[15:46:00 2014-02-21]',61.0
'[15:47:00 2014-02-21]',59.3
'[15:48:00 2014-02-21]',59.1
'[15:49:00 2014-02-21]',59.3
'[15:50:00 2014-02-21]',61.2
