,0
2016-06-30 20:00:00,79.5245527533117
2016-06-30 20:01:00,79.93296819090916
2016-06-30 20:02:00,80.16604378162073
2016-06-30 20:03:00,80.30187029613097
2016-06-30 20:04:00,80.38375936863943
2016-06-30 20:05:00,80.43573301404736
2016-06-30 20:06:00,80.47111460863874
2016-06-30 20:07:00,80.49729372220341
2016-06-30 20:08:00,80.51836884603328
2016-06-30 20:09:00,80.536613134229
2016-06-30 20:10:00,80.55328735061738
2016-06-30 20:11:00,80.56909075506229
2016-06-30 20:12:00,80.5844111794057
2016-06-30 20:13:00,80.59946372756735
2016-06-30 20:14:00,80.61436770304758
2016-06-30 20:15:00,80.629189275376
2016-06-30 20:16:00,80.64396514428601
2016-06-30 20:17:00,80.65871566462124
2016-06-30 20:18:00,80.67345212582774
2016-06-30 20:19:00,80.68818078939265
2016-06-30 20:20:00,80.70290512813662
2016-06-30 20:21:00,80.71762706819685
2016-06-30 20:22:00,80.7323476778705
2016-06-30 20:23:00,80.74706754966928
2016-06-30 20:24:00,80.76178701221912
2016-06-30 20:25:00,80.77650624778641
2016-06-30 20:26:00,80.79122535746195
2016-06-30 20:27:00,80.80594439731391
2016-06-30 20:28:00,80.82066339843946
2016-06-30 20:29:00,80.83538237808614
2016-06-30 20:30:00,80.85010134581992
2016-06-30 20:31:00,80.86482030694646
2016-06-30 20:32:00,80.87953926440838
2016-06-30 20:33:00,80.89425821983781
2016-06-30 20:34:00,80.90897717413995
2016-06-30 20:35:00,80.92369612781685
2016-06-30 20:36:00,80.93841508114699
2016-06-30 20:37:00,80.95313403428479
2016-06-30 20:38:00,80.96785298731591
2016-06-30 20:39:00,80.98257194028787
2016-06-30 20:40:00,80.99729089322702
2016-06-30 20:41:00,81.01200984614796
2016-06-30 20:42:00,81.02672879905882
2016-06-30 20:43:00,81.04144775196407
2016-06-30 20:44:00,81.05616670486621
2016-06-30 20:45:00,81.07088565776664
2016-06-30 20:46:00,81.08560461066611
2016-06-30 20:47:00,81.10032356356506
2016-06-30 20:48:00,81.1150425164637
2016-06-30 20:49:00,81.12976146936218
2016-06-30 20:50:00,81.14448042226057
2016-06-30 20:51:00,81.1591993751589
2016-06-30 20:52:00,81.17391832805723
2016-06-30 20:53:00,81.18863728095552
2016-06-30 20:54:00,81.20335623385381
2016-06-30 20:55:00,81.2180751867521
2016-06-30 20:56:00,81.23279413965038
2016-06-30 20:57:00,81.24751309254866
2016-06-30 20:58:00,81.26223204544694
2016-06-30 20:59:00,81.27695099834521
