,0
2017-03-01 22:20:00,108.52655380323931
2017-03-01 22:21:00,108.46568369862769
2017-03-01 22:22:00,108.72127112045848
2017-03-01 22:23:00,108.56090245634167
2017-03-01 22:24:00,108.18178979506754
2017-03-01 22:25:00,108.31083018015528
2017-03-01 22:26:00,108.10417746651449
2017-03-01 22:27:00,108.1803888479901
2017-03-01 22:28:00,107.93854154714901
2017-03-01 22:29:00,107.9975880580917
2017-03-01 22:30:00,107.85331300558923
2017-03-01 22:31:00,107.85592013063427
2017-03-01 22:32:00,107.74987520784671
2017-03-01 22:33:00,107.71906614165559
2017-03-01 22:34:00,107.65364484305535
2017-03-01 22:35:00,107.60051260840845
2017-03-01 22:36:00,107.5503589289434
2017-03-01 22:37:00,107.48895304641549
2017-03-01 22:38:00,107.44617659400238
2017-03-01 22:39:00,107.38368660690868
2017-03-01 22:40:00,107.3404848418484
2017-03-01 22:41:00,107.28060761511814
2017-03-01 22:42:00,107.2351513116605
2017-03-01 22:43:00,107.17861278768429
2017-03-01 22:44:00,107.13038434517813
2017-03-01 22:45:00,107.0766201912507
2017-03-01 22:46:00,107.02641750242854
2017-03-01 22:47:00,106.97443806015394
2017-03-01 22:48:00,106.92308021395375
2017-03-01 22:49:00,106.87200041487893
2017-03-01 22:50:00,106.82019039774302
2017-03-01 22:51:00,106.76940886049671
2017-03-01 22:52:00,106.71755291109318
2017-03-01 22:53:00,106.66674737122435
2017-03-01 22:54:00,106.61503358700152
2017-03-01 22:55:00,106.56408410914395
2017-03-01 22:56:00,106.51254937556202
2017-03-01 22:57:00,106.46144973308868
2017-03-01 22:58:00,106.41006139958107
2017-03-01 22:59:00,106.3588527182591
2017-03-01 23:00:00,106.307557062509
2017-03-01 23:01:00,106.2562874114441
2017-03-01 23:02:00,106.2050373969583
2017-03-01 23:03:00,106.15374392796309
2017-03-01 23:04:00,106.10250796820712
2017-03-01 23:05:00,106.05121272840373
2017-03-01 23:06:00,105.99997431963354
2017-03-01 23:07:00,105.94868693782882
2017-03-01 23:08:00,105.89744020236766
2017-03-01 23:09:00,105.84616248347353
2017-03-01 23:10:00,105.79490746556738
2017-03-01 23:11:00,105.74363749472492
2017-03-01 23:12:00,105.69237658884923
2017-03-01 23:13:00,105.64111145197843
2017-03-01 23:14:00,105.58984731555677
2017-03-01 23:15:00,105.53858449697027
2017-03-01 23:16:00,105.48731913422627
2017-03-01 23:17:00,105.4360569766281
2017-03-01 23:18:00,105.38479155669862
2017-03-01 23:19:00,105.33352921100222
