,0
2012-10-31 06:20:00,68.05373809011074
2012-10-31 06:21:00,67.81733544621513
2012-10-31 06:22:00,67.62910176636228
2012-10-31 06:23:00,67.58202414414214
2012-10-31 06:24:00,67.56849709225949
2012-10-31 06:25:00,67.55779282996627
2012-10-31 06:26:00,67.53643702345293
2012-10-31 06:27:00,67.51039003454909
2012-10-31 06:28:00,67.48476620736345
2012-10-31 06:29:00,67.46424245137743
2012-10-31 06:30:00,67.44774938242915
2012-10-31 06:31:00,67.43571917681776
2012-10-31 06:32:00,67.42572319102874
2012-10-31 06:33:00,67.41763451336769
2012-10-31 06:34:00,67.4098695935936
2012-10-31 06:35:00,67.40259760661436
2012-10-31 06:36:00,67.3950268115822
2012-10-31 06:37:00,67.38750663701558
2012-10-31 06:38:00,67.37966463673696
2012-10-31 06:39:00,67.37184741395734
2012-10-31 06:40:00,67.36385602018646
2012-10-31 06:41:00,67.35594807562279
2012-10-31 06:42:00,67.3479874715335
2012-10-31 06:43:00,67.34013901524841
2012-10-31 06:44:00,67.3322971617505
2012-10-31 06:45:00,67.32456206480158
2012-10-31 06:46:00,67.31685358702423
2012-10-31 06:47:00,67.30923421842797
2012-10-31 06:48:00,67.30164687967189
2012-10-31 06:49:00,67.29413290757994
2012-10-31 06:50:00,67.2866536486513
2012-10-31 06:51:00,67.27923758502219
2012-10-31 06:52:00,67.27185909411978
2012-10-31 06:53:00,67.26453794431957
2012-10-31 06:54:00,67.25725707982886
2012-10-31 06:55:00,67.25003003401892
2012-10-31 06:56:00,67.24284526299515
2012-10-31 06:57:00,67.2357118605046
2012-10-31 06:58:00,67.22862188499323
2012-10-31 06:59:00,67.22158135616993
2012-10-31 07:00:00,67.21458475298779
2012-10-31 07:01:00,67.20763601848964
2012-10-31 07:02:00,67.20073128913691
2012-10-31 07:03:00,67.19387312117168
2012-10-31 07:04:00,67.18705879136402
2012-10-31 07:05:00,67.18028992971242
2012-10-31 07:06:00,67.17356459426044
2012-10-31 07:07:00,67.16688379311279
2012-10-31 07:08:00,67.16024611669256
2012-10-31 07:09:00,67.1536521538375
2012-10-31 07:10:00,67.14710085690866
2012-10-31 07:11:00,67.14059253207111
2012-10-31 07:12:00,67.13412637818807
2012-10-31 07:13:00,67.12770251158958
2012-10-31 07:14:00,67.12132029983573
2012-10-31 07:15:00,67.11497973261804
2012-10-31 07:16:00,67.10868029370914
2012-10-31 07:17:00,67.10242188906388
2012-10-31 07:18:00,67.09620408314235
2012-10-31 07:19:00,67.0900267271777
