'[15:00:00 2020-03-09]',84.4
'[15:01:00 2020-03-09]',84.0
'[15:02:00 2020-03-09]',82.6
'[15:03:00 2020-03-09]',84.3
'[15:04:00 2020-03-09]',78.6
'[15:05:00 2020-03-09]',85.2
'[15:06:00 2020-03-09]',77.7
'[15:07:00 2020-03-09]',74.8
'[15:08:00 2020-03-09]',73.8
'[15:09:00 2020-03-09]',72.0
'[15:10:00 2020-03-09]',72.9
'[15:11:00 2020-03-09]',73.4
'[15:12:00 2020-03-09]',71.6
'[15:13:00 2020-03-09]',81.8
'[15:14:00 2020-03-09]',86.1
'[15:15:00 2020-03-09]',85.6
'[15:16:00 2020-03-09]',90.4
'[15:17:00 2020-03-09]',84.1
'[15:18:00 2020-03-09]',81.3
'[15:19:00 2020-03-09]',77.3
'[15:20:00 2020-03-09]',79.3
'[15:21:00 2020-03-09]',75.5
'[15:22:00 2020-03-09]',76.4
'[15:23:00 2020-03-09]',74.0
'[15:24:00 2020-03-09]',75.3
'[15:25:00 2020-03-09]',74.1
'[15:26:00 2020-03-09]',75.4
'[15:27:00 2020-03-09]',73.9
'[15:28:00 2020-03-09]',76.0
'[15:29:00 2020-03-09]',85.3
'[15:30:00 2020-03-09]',87.0
'[15:31:00 2020-03-09]',82.5
'[15:32:00 2020-03-09]',84.8
'[15:33:00 2020-03-09]',81.1
'[15:34:00 2020-03-09]',76.7
'[15:35:00 2020-03-09]',77.9
'[15:36:00 2020-03-09]',72.8
'[15:37:00 2020-03-09]',72.4
'[15:38:00 2020-03-09]',74.5
'[15:39:00 2020-03-09]',74.5
'[15:40:00 2020-03-09]',75.6
'[15:41:00 2020-03-09]',74.5
'[15:42:00 2020-03-09]',74.4
'[15:43:00 2020-03-09]',72.6
'[15:44:00 2020-03-09]',73.6
'[15:45:00 2020-03-09]',72.5
'[15:46:00 2020-03-09]',74.6
'[15:47:00 2020-03-09]',72.0
'[15:48:00 2020-03-09]',74.8
'[15:49:00 2020-03-09]',74.6
'[15:50:00 2020-03-09]',73.5
'[15:51:00 2020-03-09]',72.8
'[15:52:00 2020-03-09]',72.2
'[15:53:00 2020-03-09]',71.8
'[15:54:00 2020-03-09]',73.8
'[15:55:00 2020-03-09]',72.0
'[15:56:00 2020-03-09]',72.0
'[15:57:00 2020-03-09]',71.5
'[15:58:00 2020-03-09]',70.5
'[15:59:00 2020-03-09]',70.3
'[16:00:00 2020-03-09]',71.2
'[16:01:00 2020-03-09]',71.1
'[16:02:00 2020-03-09]',69.5
'[16:03:00 2020-03-09]',69.4
'[16:04:00 2020-03-09]',69.0
'[16:05:00 2020-03-09]',69.3
'[16:06:00 2020-03-09]',70.2
'[16:07:00 2020-03-09]',69.9
'[16:08:00 2020-03-09]',69.7
'[16:09:00 2020-03-09]',70.1
'[16:10:00 2020-03-09]',71.1
'[16:11:00 2020-03-09]',69.7
'[16:12:00 2020-03-09]',70.3
'[16:13:00 2020-03-09]',68.9
'[16:14:00 2020-03-09]',68.2
'[16:15:00 2020-03-09]',68.1
'[16:16:00 2020-03-09]',68.5
'[16:17:00 2020-03-09]',68.4
'[16:18:00 2020-03-09]',68.9
'[16:19:00 2020-03-09]',68.2
'[16:20:00 2020-03-09]',68.1
'[16:21:00 2020-03-09]',68.7
'[16:22:00 2020-03-09]',68.0
'[16:23:00 2020-03-09]',67.9
'[16:24:00 2020-03-09]',69.1
'[16:25:00 2020-03-09]',67.8
'[16:26:00 2020-03-09]',68.5
'[16:27:00 2020-03-09]',67.6
'[16:28:00 2020-03-09]',68.0
'[16:29:00 2020-03-09]',69.2
'[16:30:00 2020-03-09]',67.3
'[16:31:00 2020-03-09]',74.0
'[16:32:00 2020-03-09]',86.2
'[16:33:00 2020-03-09]',93.3
'[16:34:00 2020-03-09]',92.9
