'[13:00:00 2017-11-15]',69.5
'[13:01:00 2017-11-15]',68.4
'[13:02:00 2017-11-15]',69.3
'[13:03:00 2017-11-15]',69.0
'[13:04:00 2017-11-15]',68.7
'[13:05:00 2017-11-15]',69.4
'[13:06:00 2017-11-15]',71.4
'[13:07:00 2017-11-15]',72.3
'[13:08:00 2017-11-15]',71.5
'[13:09:00 2017-11-15]',71.5
'[13:10:00 2017-11-15]',71.9
'[13:11:00 2017-11-15]',71.5
'[13:12:00 2017-11-15]',71.0
'[13:13:00 2017-11-15]',71.9
'[13:14:00 2017-11-15]',73.2
'[13:15:00 2017-11-15]',73.5
'[13:16:00 2017-11-15]',72.6
'[13:17:00 2017-11-15]',69.6
'[13:18:00 2017-11-15]',70.0
'[13:19:00 2017-11-15]',71.7
'[13:20:00 2017-11-15]',71.8
'[13:21:00 2017-11-15]',70.5
'[13:22:00 2017-11-15]',72.6
'[13:23:00 2017-11-15]',71.3
'[13:24:00 2017-11-15]',69.7
'[13:25:00 2017-11-15]',70.1
'[13:26:00 2017-11-15]',69.6
'[13:27:00 2017-11-15]',68.7
'[13:28:00 2017-11-15]',70.3
'[13:29:00 2017-11-15]',69.7
'[13:30:00 2017-11-15]',71.3
'[13:31:00 2017-11-15]',70.9
'[13:32:00 2017-11-15]',70.7
'[13:33:00 2017-11-15]',70.1
'[13:34:00 2017-11-15]',70.2
'[13:35:00 2017-11-15]',70.7
'[13:36:00 2017-11-15]',70.0
'[13:37:00 2017-11-15]',70.2
'[13:38:00 2017-11-15]',69.0
'[13:39:00 2017-11-15]',68.5
'[13:40:00 2017-11-15]',67.9
'[13:41:00 2017-11-15]',67.7
'[13:42:00 2017-11-15]',67.9
'[13:43:00 2017-11-15]',68.2
'[13:44:00 2017-11-15]',68.2
'[13:45:00 2017-11-15]',68.8
'[13:46:00 2017-11-15]',67.5
'[13:47:00 2017-11-15]',67.3
'[13:48:00 2017-11-15]',67.7
'[13:49:00 2017-11-15]',68.3
'[13:50:00 2017-11-15]',67.6
'[13:51:00 2017-11-15]',67.5
'[13:52:00 2017-11-15]',68.8
'[13:53:00 2017-11-15]',64.0
'[13:54:00 2017-11-15]',67.6
'[13:55:00 2017-11-15]',69.3
'[13:56:00 2017-11-15]',68.3
'[13:57:00 2017-11-15]',69.1
'[13:58:00 2017-11-15]',68.8
'[13:59:00 2017-11-15]',70.2
'[14:00:00 2017-11-15]',68.6
'[14:01:00 2017-11-15]',68.8
'[14:02:00 2017-11-15]',67.7
'[14:03:00 2017-11-15]',68.4
'[14:04:00 2017-11-15]',68.6
'[14:05:00 2017-11-15]',69.2
'[14:06:00 2017-11-15]',69.6
'[14:07:00 2017-11-15]',69.8
'[14:08:00 2017-11-15]',69.5
'[14:09:00 2017-11-15]',70.5
'[14:10:00 2017-11-15]',69.6
'[14:11:00 2017-11-15]',71.0
'[14:12:00 2017-11-15]',70.4
'[14:13:00 2017-11-15]',71.3
'[14:14:00 2017-11-15]',71.1
'[14:15:00 2017-11-15]',70.7
'[14:16:00 2017-11-15]',71.0
'[14:17:00 2017-11-15]',69.7
'[14:18:00 2017-11-15]',69.5
'[14:19:00 2017-11-15]',69.6
'[14:20:00 2017-11-15]',68.7
'[14:21:00 2017-11-15]',68.1
'[14:22:00 2017-11-15]',69.6
'[14:23:00 2017-11-15]',71.9
'[14:24:00 2017-11-15]',71.4
'[14:25:00 2017-11-15]',71.7
'[14:26:00 2017-11-15]',71.5
'[14:27:00 2017-11-15]',70.4
'[14:28:00 2017-11-15]',69.6
'[14:29:00 2017-11-15]',69.0
'[14:30:00 2017-11-15]',68.5
'[14:31:00 2017-11-15]',67.7
'[14:32:00 2017-11-15]',68.9
'[14:33:00 2017-11-15]',68.2
