'[00:30:00 2014-06-08]',71.5
'[00:31:00 2014-06-08]',66.2
'[00:32:00 2014-06-08]',69.8
'[00:33:00 2014-06-08]',97.1
'[00:34:00 2014-06-08]',68.7
'[00:35:00 2014-06-08]',67.0
'[00:36:00 2014-06-08]',70.2
'[00:37:00 2014-06-08]',62.2
'[00:38:00 2014-06-08]',67.4
'[00:39:00 2014-06-08]',67.0
'[00:40:00 2014-06-08]',67.0
'[00:41:00 2014-06-08]',68.0
'[00:42:00 2014-06-08]',64.7
'[00:43:00 2014-06-08]',74.2
'[00:44:00 2014-06-08]',68.8
'[00:45:00 2014-06-08]',66.4
'[00:46:00 2014-06-08]',62.3
'[00:47:00 2014-06-08]',69.6
'[00:48:00 2014-06-08]',62.4
'[00:49:00 2014-06-08]',69.6
'[00:50:00 2014-06-08]',65.4
'[00:51:00 2014-06-08]',67.8
'[00:52:00 2014-06-08]',66.6
'[00:53:00 2014-06-08]',66.8
'[00:54:00 2014-06-08]',70.1
'[00:55:00 2014-06-08]',60.5
'[00:56:00 2014-06-08]',69.7
'[00:57:00 2014-06-08]',65.3
'[00:58:00 2014-06-08]',68.2
'[00:59:00 2014-06-08]',66.5
'[01:00:00 2014-06-08]',67.6
'[01:01:00 2014-06-08]',66.6
'[01:02:00 2014-06-08]',69.6
'[01:03:00 2014-06-08]',68.7
'[01:04:00 2014-06-08]',61.6
'[01:05:00 2014-06-08]',70.1
'[01:06:00 2014-06-08]',64.1
'[01:07:00 2014-06-08]',69.2
'[01:08:00 2014-06-08]',66.3
'[01:09:00 2014-06-08]',70.8
'[01:10:00 2014-06-08]',68.7
'[01:11:00 2014-06-08]',64.9
'[01:12:00 2014-06-08]',69.6
'[01:13:00 2014-06-08]',63.1
'[01:14:00 2014-06-08]',70.0
'[01:15:00 2014-06-08]',63.4
'[01:16:00 2014-06-08]',70.0
'[01:17:00 2014-06-08]',65.5
'[01:18:00 2014-06-08]',68.6
'[01:19:00 2014-06-08]',67.4
'[01:20:00 2014-06-08]',64.3
'[01:21:00 2014-06-08]',70.3
'[01:22:00 2014-06-08]',64.8
'[01:23:00 2014-06-08]',70.1
'[01:24:00 2014-06-08]',65.1
'[01:25:00 2014-06-08]',70.2
'[01:26:00 2014-06-08]',63.1
'[01:27:00 2014-06-08]',73.4
'[01:28:00 2014-06-08]',68.4
'[01:29:00 2014-06-08]',63.9
'[01:30:00 2014-06-08]',70.4
'[01:31:00 2014-06-08]',64.0
'[01:32:00 2014-06-08]',69.9
'[01:33:00 2014-06-08]',65.3
'[01:34:00 2014-06-08]',68.4
'[01:35:00 2014-06-08]',66.0
'[01:36:00 2014-06-08]',70.0
'[01:37:00 2014-06-08]',67.3
'[01:38:00 2014-06-08]',62.7
'[01:39:00 2014-06-08]',70.2
'[01:40:00 2014-06-08]',63.7
'[01:41:00 2014-06-08]',69.6
'[01:42:00 2014-06-08]',66.3
'[01:43:00 2014-06-08]',70.4
'[01:44:00 2014-06-08]',62.9
'[01:45:00 2014-06-08]',68.5
'[01:46:00 2014-06-08]',66.5
'[01:47:00 2014-06-08]',67.6
'[01:48:00 2014-06-08]',68.7
'[01:49:00 2014-06-08]',64.0
'[01:50:00 2014-06-08]',70.1
'[01:51:00 2014-06-08]',62.5
'[01:52:00 2014-06-08]',69.8
'[01:53:00 2014-06-08]',62.8
'[01:54:00 2014-06-08]',69.5
'[01:55:00 2014-06-08]',67.4
'[01:56:00 2014-06-08]',68.8
'[01:57:00 2014-06-08]',67.4
'[01:58:00 2014-06-08]',65.2
'[01:59:00 2014-06-08]',69.9
'[02:00:00 2014-06-08]',63.7
'[02:01:00 2014-06-08]',71.2
'[02:02:00 2014-06-08]',62.6
'[02:03:00 2014-06-08]',71.3
'[02:04:00 2014-06-08]',69.4
'[02:05:00 2014-06-08]',73.0
'[02:06:00 2014-06-08]',66.4
'[02:07:00 2014-06-08]',67.9
'[02:08:00 2014-06-08]',69.2
'[02:09:00 2014-06-08]',64.3
'[02:10:00 2014-06-08]',71.0
'[02:11:00 2014-06-08]',66.4
'[02:12:00 2014-06-08]',70.9
'[02:13:00 2014-06-08]',65.4
'[02:14:00 2014-06-08]',70.2
'[02:15:00 2014-06-08]',66.4
'[02:16:00 2014-06-08]',70.3
'[02:17:00 2014-06-08]',66.2
'[02:18:00 2014-06-08]',65.6
'[02:19:00 2014-06-08]',70.4
'[02:20:00 2014-06-08]',64.2
'[02:21:00 2014-06-08]',72.0
'[02:22:00 2014-06-08]',92.0
'[02:23:00 2014-06-08]',70.9
'[02:24:00 2014-06-08]',65.2
'[02:25:00 2014-06-08]',71.6
'[02:26:00 2014-06-08]',66.4
'[02:27:00 2014-06-08]',65.9
'[02:28:00 2014-06-08]',69.8
'[02:29:00 2014-06-08]',65.8
'[02:30:00 2014-06-08]',70.6
'[02:31:00 2014-06-08]',66.0
'[02:32:00 2014-06-08]',70.4
'[02:33:00 2014-06-08]',63.4
'[02:34:00 2014-06-08]',73.1
'[02:35:00 2014-06-08]',69.4
'[02:36:00 2014-06-08]',69.4
'[02:37:00 2014-06-08]',64.1
'[02:38:00 2014-06-08]',66.1
'[02:39:00 2014-06-08]',69.6
'[02:40:00 2014-06-08]',64.1
'[02:41:00 2014-06-08]',70.2
'[02:42:00 2014-06-08]',60.9
'[02:43:00 2014-06-08]',68.8
'[02:44:00 2014-06-08]',65.0
'[02:45:00 2014-06-08]',68.6
'[02:46:00 2014-06-08]',56.8
'[02:47:00 2014-06-08]',68.0
'[02:48:00 2014-06-08]',69.2
'[02:49:00 2014-06-08]',71.0
'[02:50:00 2014-06-08]',71.5
'[02:51:00 2014-06-08]',72.3
'[02:52:00 2014-06-08]',69.2
'[02:53:00 2014-06-08]',69.6
'[02:54:00 2014-06-08]',70.8
'[02:55:00 2014-06-08]',72.5
'[02:56:00 2014-06-08]',68.5
'[02:57:00 2014-06-08]',70.3
'[02:58:00 2014-06-08]',75.0
'[02:59:00 2014-06-08]',75.4
'[03:00:00 2014-06-08]',70.1
'[03:01:00 2014-06-08]',73.8
'[03:02:00 2014-06-08]',72.8
'[03:03:00 2014-06-08]',75.1
'[03:04:00 2014-06-08]',72.9
'[03:05:00 2014-06-08]',74.9
'[03:06:00 2014-06-08]',72.3
'[03:07:00 2014-06-08]',74.9
