'[20:00:00 2015-03-16]',86.3
'[20:01:00 2015-03-16]',88.4
'[20:02:00 2015-03-16]',83.9
'[20:03:00 2015-03-16]',78.7
'[20:04:00 2015-03-16]',73.9
'[20:05:00 2015-03-16]',72.3
'[20:06:00 2015-03-16]',72.6
'[20:07:00 2015-03-16]',71.1
'[20:08:00 2015-03-16]',74.6
'[20:09:00 2015-03-16]',74.3
'[20:10:00 2015-03-16]',76.2
'[20:11:00 2015-03-16]',75.9
'[20:12:00 2015-03-16]',75.5
'[20:13:00 2015-03-16]',82.2
'[20:14:00 2015-03-16]',69.1
'[20:15:00 2015-03-16]',61.3
'[20:16:00 2015-03-16]',61.8
'[20:17:00 2015-03-16]',60.7
'[20:18:00 2015-03-16]',60.3
'[20:19:00 2015-03-16]',60.5
'[20:20:00 2015-03-16]',61.3
'[20:21:00 2015-03-16]',63.0
'[20:22:00 2015-03-16]',66.3
'[20:23:00 2015-03-16]',68.1
'[20:24:00 2015-03-16]',69.5
'[20:25:00 2015-03-16]',77.2
'[20:26:00 2015-03-16]',77.3
'[20:27:00 2015-03-16]',73.8
'[20:28:00 2015-03-16]',71.4
'[20:29:00 2015-03-16]',68.6
'[20:30:00 2015-03-16]',67.6
'[20:31:00 2015-03-16]',66.0
'[20:32:00 2015-03-16]',64.5
'[20:33:00 2015-03-16]',63.9
'[20:34:00 2015-03-16]',62.9
'[20:35:00 2015-03-16]',64.6
'[20:36:00 2015-03-16]',65.6
'[20:37:00 2015-03-16]',66.0
'[20:38:00 2015-03-16]',66.3
'[20:39:00 2015-03-16]',65.0
'[20:40:00 2015-03-16]',65.8
'[20:41:00 2015-03-16]',66.8
'[20:42:00 2015-03-16]',67.9
'[20:43:00 2015-03-16]',68.6
'[20:44:00 2015-03-16]',70.2
'[20:45:00 2015-03-16]',71.4
'[20:46:00 2015-03-16]',71.9
'[20:47:00 2015-03-16]',72.1
'[20:48:00 2015-03-16]',72.5
'[20:49:00 2015-03-16]',73.4
'[20:50:00 2015-03-16]',71.8
'[20:51:00 2015-03-16]',71.3
'[20:52:00 2015-03-16]',72.9
'[20:53:00 2015-03-16]',73.7
'[20:54:00 2015-03-16]',74.2
'[20:55:00 2015-03-16]',73.9
'[20:56:00 2015-03-16]',71.6
'[20:57:00 2015-03-16]',71.8
'[20:58:00 2015-03-16]',70.8
'[20:59:00 2015-03-16]',70.5
'[21:00:00 2015-03-16]',70.1
'[21:01:00 2015-03-16]',70.9
'[21:02:00 2015-03-16]',70.1
'[21:03:00 2015-03-16]',68.3
'[21:04:00 2015-03-16]',68.8
'[21:05:00 2015-03-16]',71.5
'[21:06:00 2015-03-16]',75.8
'[21:07:00 2015-03-16]',148.2
'[21:08:00 2015-03-16]',119.8
'[21:09:00 2015-03-16]',126.8
'[21:10:00 2015-03-16]',78.0
'[21:11:00 2015-03-16]',76.1
'[21:12:00 2015-03-16]',72.3
'[21:13:00 2015-03-16]',72.0
'[21:14:00 2015-03-16]',69.8
'[21:15:00 2015-03-16]',68.1
'[21:16:00 2015-03-16]',67.4
'[21:17:00 2015-03-16]',67.1
'[21:18:00 2015-03-16]',67.6
'[21:19:00 2015-03-16]',66.0
'[21:20:00 2015-03-16]',65.2
'[21:21:00 2015-03-16]',66.3
'[21:22:00 2015-03-16]',66.3
'[21:23:00 2015-03-16]',64.0
'[21:24:00 2015-03-16]',65.0
'[21:25:00 2015-03-16]',65.0
'[21:26:00 2015-03-16]',65.3
'[21:27:00 2015-03-16]',65.0
'[21:28:00 2015-03-16]',64.4
'[21:29:00 2015-03-16]',63.4
'[21:30:00 2015-03-16]',64.7
'[21:31:00 2015-03-16]',63.1
'[21:32:00 2015-03-16]',64.0
'[21:33:00 2015-03-16]',65.2
'[21:34:00 2015-03-16]',64.5
'[21:35:00 2015-03-16]',62.9
'[21:36:00 2015-03-16]',64.0
'[21:37:00 2015-03-16]',62.3
'[21:38:00 2015-03-16]',61.6
'[21:39:00 2015-03-16]',62.8
'[21:40:00 2015-03-16]',63.1
'[21:41:00 2015-03-16]',63.0
'[21:42:00 2015-03-16]',62.7
'[21:43:00 2015-03-16]',61.6
'[21:44:00 2015-03-16]',61.1
'[21:45:00 2015-03-16]',60.5
'[21:46:00 2015-03-16]',61.4
'[21:47:00 2015-03-16]',62.1
'[21:48:00 2015-03-16]',63.1
'[21:49:00 2015-03-16]',62.6
'[21:50:00 2015-03-16]',63.3
'[21:51:00 2015-03-16]',64.2
'[21:52:00 2015-03-16]',63.6
'[21:53:00 2015-03-16]',62.4
'[21:54:00 2015-03-16]',61.9
'[21:55:00 2015-03-16]',61.8
'[21:56:00 2015-03-16]',62.7
'[21:57:00 2015-03-16]',61.0
'[21:58:00 2015-03-16]',60.7
'[21:59:00 2015-03-16]',61.7
'[22:00:00 2015-03-16]',61.4
'[22:01:00 2015-03-16]',62.3
'[22:02:00 2015-03-16]',61.6
'[22:03:00 2015-03-16]',62.8
'[22:04:00 2015-03-16]',63.2
'[22:05:00 2015-03-16]',63.0
'[22:06:00 2015-03-16]',63.0
'[22:07:00 2015-03-16]',63.5
'[22:08:00 2015-03-16]',63.8
'[22:09:00 2015-03-16]',62.4
'[22:10:00 2015-03-16]',63.6
'[22:11:00 2015-03-16]',64.0
'[22:12:00 2015-03-16]',63.2
'[22:13:00 2015-03-16]',62.7
'[22:14:00 2015-03-16]',62.4
'[22:15:00 2015-03-16]',63.3
'[22:16:00 2015-03-16]',63.5
