,0
2016-09-16 09:35:00,52.3845511072161
2016-09-16 09:36:00,46.997332081639456
2016-09-16 09:37:00,47.0079487305934
2016-09-16 09:38:00,46.358685800030685
2016-09-16 09:39:00,44.1259212405553
2016-09-16 09:40:00,42.85445878737512
2016-09-16 09:41:00,42.1263585839736
2016-09-16 09:42:00,41.024877690670905
2016-09-16 09:43:00,39.85582963640526
2016-09-16 09:44:00,38.94249610970681
2016-09-16 09:45:00,38.06371190849687
2016-09-16 09:46:00,37.12500546429979
2016-09-16 09:47:00,36.23654021665025
2016-09-16 09:48:00,35.40888856582812
2016-09-16 09:49:00,34.58756070041001
2016-09-16 09:50:00,33.77677342400364
2016-09-16 09:51:00,32.99629075974828
2016-09-16 09:52:00,32.23692948664951
2016-09-16 09:53:00,31.48975267259159
2016-09-16 09:54:00,30.758754773453944
2016-09-16 09:55:00,30.04506058025148
2016-09-16 09:56:00,29.344958602557355
2016-09-16 09:57:00,28.657303705056385
2016-09-16 09:58:00,27.982639498408467
2016-09-16 09:59:00,27.3201075940924
2016-09-16 10:00:00,26.668541454165855
2016-09-16 10:01:00,26.027567431463815
2016-09-16 10:02:00,25.39685006738842
2016-09-16 10:03:00,24.775769582589746
2016-09-16 10:04:00,24.163824472993987
2016-09-16 10:05:00,23.560673228119363
2016-09-16 10:06:00,22.965938869428832
2016-09-16 10:07:00,22.379230703931206
2016-09-16 10:08:00,21.80022151153492
2016-09-16 10:09:00,21.22861543357199
2016-09-16 10:10:00,20.664117323483303
2016-09-16 10:11:00,20.106450992452025
2016-09-16 10:12:00,19.555365674366115
2016-09-16 10:13:00,19.01062373767973
2016-09-16 10:14:00,18.471998364066785
2016-09-16 10:15:00,17.939277513408214
2016-09-16 10:16:00,17.412262162105144
2016-09-16 10:17:00,16.89076326619236
2016-09-16 10:18:00,16.37460175555018
2016-09-16 10:19:00,15.863608530335533
2016-09-16 10:20:00,15.357623227914637
2016-09-16 10:21:00,14.856493393757845
2016-09-16 10:22:00,14.360074210142287
2016-09-16 10:23:00,13.86822800274124
2016-09-16 10:24:00,13.380823630609903
2016-09-16 10:25:00,12.897736076068554
2016-09-16 10:26:00,12.418846104868635
2016-09-16 10:27:00,11.944039878628374
2016-09-16 10:28:00,11.473208599828354
2016-09-16 10:29:00,11.006248218237644
2016-09-16 10:30:00,10.54305915131674
2016-09-16 10:31:00,10.08354601279951
2016-09-16 10:32:00,9.627617368538651
2016-09-16 10:33:00,9.175185514480049
2016-09-16 10:34:00,8.7261662665193
