,0
2016-02-25 13:30:00,71.58276994971419
2016-02-25 13:31:00,71.04350302053275
2016-02-25 13:32:00,69.9937701252924
2016-02-25 13:33:00,69.42997258667941
2016-02-25 13:34:00,68.84154291972703
2016-02-25 13:35:00,68.26153021040011
2016-02-25 13:36:00,67.8526723112863
2016-02-25 13:37:00,67.41478183244026
2016-02-25 13:38:00,67.0472669452805
2016-02-25 13:39:00,66.6845225482518
2016-02-25 13:40:00,66.3453930347844
2016-02-25 13:41:00,66.02443200900038
2016-02-25 13:42:00,65.71120078091144
2016-02-25 13:43:00,65.41192958207263
2016-02-25 13:44:00,65.11900156319444
2016-02-25 13:45:00,64.83464414536542
2016-02-25 13:46:00,64.55655800649868
2016-02-25 13:47:00,64.28408654641011
2016-02-25 13:48:00,64.0170671041572
2016-02-25 13:49:00,63.75452648322471
2016-02-25 13:50:00,63.4964486378861
2016-02-25 13:51:00,63.24229903080666
2016-02-25 13:52:00,62.99188868139487
2016-02-25 13:53:00,62.74498359488278
2016-02-25 13:54:00,62.50135885020572
2016-02-25 13:55:00,62.26087438340086
2016-02-25 13:56:00,62.02335504590131
2016-02-25 13:57:00,61.788679559512715
2016-02-25 13:58:00,61.556721963371636
2016-02-25 13:59:00,61.327372809724366
2016-02-25 14:00:00,61.10053384868638
2016-02-25 14:01:00,60.87611094783277
2016-02-25 14:02:00,60.65402050124588
2016-02-25 14:03:00,60.43418247845676
2016-02-25 14:04:00,60.21652323065014
2016-02-25 14:05:00,60.000973404875324
2016-02-25 14:06:00,59.78746762035162
2016-02-25 14:07:00,59.575944440849995
2016-02-25 14:08:00,59.36634551536575
2016-02-25 14:09:00,59.158615672277804
2016-02-25 14:10:00,58.95270243177715
2016-02-25 14:11:00,58.74855587487545
2016-02-25 14:12:00,58.54612843982917
2016-02-25 14:13:00,58.345374722666314
2016-02-25 14:14:00,58.146251358995656
2016-02-25 14:15:00,57.948716861929356
2016-02-25 14:16:00,57.75273151473942
2016-02-25 14:17:00,57.558257254576844
2016-02-25 14:18:00,57.3652575723883
2016-02-25 14:19:00,57.17369742324679
2016-02-25 14:20:00,56.98354314004028
2016-02-25 14:21:00,56.79476235794107
2016-02-25 14:22:00,56.607323942144795
2016-02-25 14:23:00,56.42119792226231
2016-02-25 14:24:00,56.23635543112048
2016-02-25 14:25:00,56.052768647726396
2016-02-25 14:26:00,55.870410744424476
2016-02-25 14:27:00,55.68925583731852
2016-02-25 14:28:00,55.5092789400993
2016-02-25 14:29:00,55.33045592073914
